Unnamed: 0,ID,DATE,PRICE,BEDROOMS,BATHROOMS,SQFT_LIVING,SQFT_LOT,FLOORS,WATERFRONT,VIEW,CONDITION,GRADE,SQFT_ABOVE,SQFT_BASEMENT,YR_BUILT,YR_RENOVATED,ZIPCODE,LAT,LONG,SQFT_LIVING15,SQFT_LOT15,YEAR,MONTH,DAY,MONTH_NAME,DAY_NAME,AGE,RENOVATED,BASEMENT
7242,8673400052,2015-04-03,560000.0,3,2.75,1370,1193,3.0,0,0,3,8,1370,0,2003,0,98107,47.67,-122.392,1320,1180,2015,4,3,April,Friday,21,0,0
7254,5015001045,2014-08-26,1045000.0,4,3.0,3560,4000,3.0,0,2,3,9,2970,590,1996,0,98112,47.6265,-122.3,1190,4000,2014,8,26,August,Tuesday,28,0,1
7318,4358700188,2015-03-31,305000.0,3,2.5,1260,895,3.0,0,0,3,7,1160,100,2009,0,98133,47.7072,-122.336,1190,1095,2015,3,31,March,Tuesday,15,0,1
7387,5457300095,2015-01-07,1775000.0,4,3.25,3730,7071,3.0,0,2,3,11,3730,0,1985,0,98109,47.6292,-122.355,3730,7680,2015,1,7,January,Wednesday,39,0,0
7388,1862400479,2014-09-23,350000.0,3,3.25,1600,1298,3.0,0,0,3,8,1600,0,1999,0,98117,47.6954,-122.375,1600,1348,2014,9,23,September,Tuesday,25,0,0
7435,2722059075,2014-08-11,455000.0,3,2.75,2720,31314,3.0,0,2,3,8,2720,0,1986,0,98042,47.3689,-122.163,2290,15188,2014,8,11,August,Monday,38,0,0
7525,993000873,2015-03-18,380500.0,3,2.0,1270,1348,3.0,0,0,3,8,1270,0,2003,0,98103,47.6929,-122.342,1180,1360,2015,3,18,March,Wednesday,21,0,0
7558,8673400061,2014-11-19,382000.0,2,1.5,1070,877,3.0,0,0,3,8,1070,0,2005,0,98107,47.6699,-122.393,1320,1193,2014,11,19,November,Wednesday,19,0,0
7598,2705600068,2015-03-27,539950.0,3,2.5,1330,2180,3.0,0,0,3,8,1330,0,2014,0,98117,47.6987,-122.365,1330,5000,2015,3,27,March,Friday,10,0,0
7644,6169901085,2014-08-07,1445000.0,4,2.5,3200,3600,3.0,0,3,4,9,2600,600,1997,0,98119,47.632,-122.369,2490,4080,2014,8,7,August,Thursday,27,0,1
7700,3761700053,2015-01-05,2150000.0,3,2.75,3470,9610,3.0,1,4,3,11,3470,0,1989,2000,98034,47.7205,-122.26,4130,11875,2015,1,5,January,Monday,35,1,0
7734,1962200037,2014-05-02,626000.0,3,2.25,1750,1572,2.5,0,0,3,9,1470,280,2005,0,98102,47.6498,-122.321,2410,3050,2014,5,2,May,Friday,19,0,1
7743,6749700031,2014-06-09,345000.0,3,2.5,1210,1420,3.0,0,0,3,8,1210,0,2008,0,98103,47.6977,-122.349,1190,1407,2014,6,9,June,Monday,16,0,0
7770,3528900735,2014-09-10,620000.0,3,2.25,1780,1429,3.0,0,0,3,8,1570,210,2007,0,98109,47.6413,-122.346,1470,1799,2014,9,10,September,Wednesday,17,0,1
7808,2767602855,2015-04-29,750000.0,5,3.5,2160,2323,3.0,0,0,3,9,2160,0,2007,0,98107,47.6726,-122.39,1750,4650,2015,4,29,April,Wednesday,17,0,0
7854,9129100040,2014-08-25,1000000.0,4,3.25,3320,8587,3.0,0,0,3,11,2950,370,2008,0,98103,47.691,-122.337,1860,5668,2014,8,25,August,Monday,16,0,1
7875,3448000410,2014-05-13,354901.0,3,2.5,1490,1709,3.0,0,0,3,8,1490,0,2004,0,98125,47.7173,-122.299,1364,1709,2014,5,13,May,Tuesday,20,0,0
7897,3918400028,2014-10-21,367000.0,3,2.25,1400,1320,3.0,0,2,3,8,1400,0,2006,0,98133,47.7147,-122.356,1490,1449,2014,10,21,October,Tuesday,18,0,0
7950,6300500477,2014-08-26,401500.0,3,2.5,1509,1114,3.0,0,0,3,8,1509,0,2014,0,98133,47.7048,-122.34,1509,2431,2014,8,26,August,Tuesday,10,0,0
7985,510001280,2014-07-14,980000.0,4,2.0,2190,4560,2.5,0,0,5,8,2190,0,1910,0,98103,47.662,-122.329,2190,4560,2014,7,14,July,Monday,114,0,0
7993,6749700110,2014-10-29,342000.0,3,3.0,1260,1634,3.0,0,0,3,8,1260,0,1998,0,98103,47.697,-122.349,1260,1135,2014,10,29,October,Wednesday,26,0,0
8040,5662100110,2015-02-18,440000.0,3,2.5,1830,6807,2.5,0,0,5,7,1830,0,1954,0,98155,47.7613,-122.322,1340,6807,2015,2,18,February,Wednesday,70,0,0
8184,510002506,2014-08-25,459500.0,2,1.5,1170,1079,3.0,0,0,3,7,1170,0,2003,0,98103,47.6607,-122.333,1170,1116,2014,8,25,August,Monday,21,0,0
8225,6021503451,2014-08-22,443600.0,3,2.5,1430,1056,3.0,0,0,3,8,1430,0,2003,0,98117,47.684,-122.388,1310,2135,2014,8,22,August,Friday,21,0,0
8283,1453602284,2014-11-03,296000.0,2,2.0,1320,2040,3.0,0,0,3,7,1320,0,1997,0,98125,47.7224,-122.291,1430,2040,2014,11,3,November,Monday,27,0,0
8287,4310701577,2014-05-09,382000.0,3,3.25,1410,1253,3.0,0,0,3,8,1410,0,2005,0,98103,47.6981,-122.34,1410,1253,2014,5,9,May,Friday,19,0,0
8311,2867700035,2015-02-12,500000.0,5,2.0,2300,7897,2.5,0,0,4,8,2300,0,1956,0,98133,47.7556,-122.356,2030,7902,2015,2,12,February,Thursday,68,0,0
8384,1972201965,2014-06-24,510000.0,3,2.25,1420,1309,3.0,0,0,3,8,1420,0,2006,0,98103,47.6534,-122.346,1500,1282,2014,6,24,June,Tuesday,18,0,0
8390,2767602094,2014-05-16,565000.0,3,2.25,1520,1221,3.0,0,0,3,8,1520,0,2013,0,98107,47.674,-122.377,1550,4750,2014,5,16,May,Friday,11,0,0
8404,1473200150,2014-12-16,315000.0,3,2.25,1370,1533,3.0,0,0,3,8,1370,0,2009,0,98133,47.7326,-122.343,1370,1125,2014,12,16,December,Tuesday,15,0,0
8428,263000329,2014-10-08,349950.0,3,2.5,1420,1162,3.0,0,0,3,8,1420,0,2002,0,98103,47.6982,-122.349,1430,1560,2014,10,8,October,Wednesday,22,0,0
8504,7987401095,2014-11-13,549950.0,3,2.5,2380,2500,3.0,0,3,3,9,2380,0,1988,0,98126,47.5734,-122.375,2270,5000,2014,11,13,November,Thursday,36,0,0
8536,3879901295,2014-11-10,1240000.0,3,2.5,2660,1973,3.0,0,3,3,9,1870,790,2007,0,98119,47.6264,-122.364,1640,1369,2014,11,10,November,Monday,17,0,1
8596,8822901301,2014-09-08,281000.0,3,1.5,1280,974,3.0,0,0,3,7,1280,0,2003,0,98125,47.7162,-122.293,1420,1422,2014,9,8,September,Monday,21,0,0
8637,2077700042,2014-06-26,530000.0,3,2.0,2330,26571,2.5,0,0,3,8,2330,0,1987,0,98005,47.6009,-122.158,2030,20037,2014,6,26,June,Thursday,37,0,0
8751,2767604712,2014-09-19,437500.0,3,2.5,1260,1125,3.0,0,0,3,8,1260,0,2002,0,98107,47.6706,-122.381,1360,1250,2014,9,19,September,Friday,22,0,0
8861,4310701565,2014-09-16,425000.0,3,3.25,1410,1350,3.0,0,0,3,8,1410,0,2005,0,98103,47.698,-122.34,1410,1253,2014,9,16,September,Tuesday,19,0,0
8887,4217400540,2014-09-29,815241.0,5,2.25,2060,4800,2.5,0,0,3,8,2060,0,1907,0,98105,47.66,-122.282,1740,4800,2014,9,29,September,Monday,117,0,0
8978,1724069060,2015-05-07,1075000.0,2,3.25,1550,1767,3.0,1,3,3,8,1550,0,2006,0,98075,47.5684,-122.06,2710,3444,2015,5,7,May,Thursday,18,0,0
9000,6742700210,2014-11-19,1050000.0,3,3.0,3490,4500,2.5,0,0,3,9,3170,320,1924,0,98102,47.6394,-122.321,2840,4050,2014,11,19,November,Wednesday,100,0,1
9042,476000331,2014-12-02,505500.0,3,2.5,1300,1187,3.0,0,0,3,8,1300,0,2005,0,98107,47.6704,-122.391,1320,1194,2014,12,2,December,Tuesday,19,0,0
9103,7384500110,2014-07-23,685000.0,3,2.5,3450,8000,3.0,0,0,4,8,2970,480,1927,1975,98116,47.5605,-122.402,1880,6135,2014,7,23,July,Wednesday,97,1,1
9113,1952200220,2014-06-03,660000.0,3,2.5,2290,2798,3.0,0,0,4,9,2290,0,1953,1983,98102,47.641,-122.315,2260,5000,2014,6,3,June,Tuesday,71,1,0
9124,5422570760,2014-10-14,445000.0,3,1.75,1850,7056,2.5,0,0,4,8,1850,0,1979,0,98052,47.6602,-122.13,1970,7056,2014,10,14,October,Tuesday,45,0,0
9195,7935000625,2015-04-09,975000.0,3,2.5,2530,7000,2.5,0,4,3,9,2530,0,1915,1999,98136,47.5465,-122.398,2380,7000,2015,4,9,April,Thursday,109,1,0
9204,809003085,2015-04-01,1065000.0,3,2.5,2130,3545,3.0,0,0,5,9,2130,0,1990,0,98109,47.6389,-122.349,1970,3464,2015,4,1,April,Wednesday,34,0,0
9212,4468400211,2015-02-20,205000.0,3,2.25,1250,952,3.0,0,0,3,8,1250,0,2008,0,98133,47.7098,-122.333,1250,1030,2015,2,20,February,Friday,16,0,0
9277,8129700644,2014-07-03,715000.0,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,2014,7,3,July,Thursday,27,0,0
9278,8129700644,2015-04-24,780000.0,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,2015,4,24,April,Friday,27,0,0
9361,4310701575,2014-06-10,429000.0,3,3.25,1410,1246,3.0,0,0,3,8,1410,0,2005,0,98103,47.6981,-122.34,1410,1253,2014,6,10,June,Tuesday,19,0,0
9377,2767603608,2014-10-02,405000.0,2,1.5,1170,1274,3.0,0,0,3,8,1170,0,2001,0,98107,47.6719,-122.381,1290,1308,2014,10,2,October,Thursday,23,0,0
9380,1931300688,2015-04-29,533000.0,3,3.0,1280,1085,3.0,0,0,3,8,1280,0,2004,0,98103,47.6569,-122.346,1300,1310,2015,4,29,April,Wednesday,20,0,0
9443,136000220,2015-03-25,593000.0,2,2.5,2000,2500,3.0,0,1,3,8,1810,190,1994,0,98116,47.5788,-122.396,1970,5650,2015,3,25,March,Wednesday,30,0,1
9451,9126100815,2014-12-17,500000.0,3,2.0,1560,1156,3.0,0,0,3,8,1560,0,2014,0,98122,47.605,-122.304,1560,1728,2014,12,17,December,Wednesday,10,0,0
9463,4310702876,2014-11-03,398500.0,2,2.5,1780,1311,3.0,0,0,3,8,1350,430,2005,0,98103,47.6962,-122.34,1390,1227,2014,11,3,November,Monday,19,0,1
9484,2267000458,2015-05-01,497000.0,3,2.5,1220,1475,3.0,0,0,3,8,1220,0,2000,0,98117,47.6909,-122.395,1220,1546,2015,5,1,May,Friday,24,0,0
9498,7203100730,2015-02-10,875000.0,4,3.5,3790,6874,2.5,0,0,3,9,3790,0,2010,0,98053,47.6956,-122.022,3370,6535,2015,2,10,February,Tuesday,14,0,0
9499,8644400180,2015-03-19,860000.0,3,2.5,2370,55321,3.0,0,0,4,8,2370,0,1982,0,98074,47.6148,-122.057,2590,41553,2015,3,19,March,Thursday,42,0,0
9606,2770604410,2014-10-29,608000.0,3,2.5,1760,1472,3.0,0,0,3,8,1640,120,2006,0,98119,47.6473,-122.374,1760,5400,2014,10,29,October,Wednesday,18,0,1
9713,723000226,2014-10-28,1250000.0,3,2.75,2780,4815,3.0,0,2,3,10,2780,0,1974,0,98105,47.6569,-122.286,2820,5000,2014,10,28,October,Tuesday,50,0,0
9768,2705600069,2015-05-01,514950.0,3,2.25,1310,1264,3.0,0,0,3,8,1310,0,2014,0,98117,47.6987,-122.366,1330,2183,2015,5,1,May,Friday,10,0,0
9799,3918400013,2014-07-01,337000.0,3,2.25,1460,941,3.0,0,0,3,8,1460,0,2006,0,98133,47.7145,-122.356,1490,1399,2014,7,1,July,Tuesday,18,0,0
9846,6300500105,2014-10-02,304000.0,2,2.25,1320,1034,3.0,0,0,3,7,1320,0,1996,0,98133,47.7039,-122.344,1330,1206,2014,10,2,October,Thursday,28,0,0
9857,2770601677,2015-04-22,494000.0,3,3.5,1570,1486,2.5,0,0,3,8,1330,240,2000,0,98199,47.652,-122.384,1610,1486,2015,4,22,April,Wednesday,24,0,1
9894,9433000390,2014-12-18,784950.0,4,2.75,2840,4227,3.0,0,0,3,9,2840,0,2014,0,98052,47.7097,-122.107,2880,4227,2014,12,18,December,Thursday,10,0,0
9911,263000327,2015-02-27,400000.0,3,2.5,1460,1319,3.0,0,0,3,8,1460,0,2002,0,98103,47.698,-122.349,1430,1530,2015,2,27,February,Friday,22,0,0
9919,767000159,2014-08-21,337900.0,3,3.5,1500,1471,3.0,0,0,3,7,1500,0,1999,0,98177,47.7034,-122.362,1500,1445,2014,8,21,August,Thursday,25,0,0
10021,4442800012,2014-12-18,465000.0,3,2.5,1600,1311,3.0,0,0,3,8,1600,0,2005,0,98117,47.6903,-122.394,1390,1321,2014,12,18,December,Thursday,19,0,0
10028,2979800764,2014-06-05,390000.0,3,2.0,1463,868,3.0,0,0,3,7,1463,0,2003,0,98115,47.6843,-122.317,1484,4320,2014,6,5,June,Thursday,21,0,0
10032,2997800075,2014-09-29,649950.0,3,2.75,1670,1350,3.0,0,0,3,9,1350,320,2014,0,98116,47.5764,-122.408,1520,4800,2014,9,29,September,Monday,10,0,1
10077,1972202010,2014-08-01,435000.0,3,3.0,1440,1350,3.5,0,2,3,8,1440,0,2005,0,98103,47.6525,-122.345,1440,1350,2014,8,1,August,Friday,19,0,0
10151,2291400350,2014-08-26,317000.0,3,2.25,1358,1204,3.0,0,0,3,7,1358,0,2007,0,98133,47.7054,-122.346,1358,1196,2014,8,26,August,Tuesday,17,0,0
10240,1972200751,2014-05-19,485000.0,2,2.25,1260,1240,3.0,0,0,3,8,1260,0,2004,0,98103,47.6531,-122.352,1330,1300,2014,5,19,May,Monday,20,0,0
10264,5694500200,2014-08-13,829000.0,4,3.0,3310,4500,2.5,0,0,5,9,2910,400,1900,0,98103,47.6594,-122.345,1440,3750,2014,8,13,August,Wednesday,124,0,1
10276,3630110340,2015-01-07,728725.0,4,2.5,3010,3120,2.5,0,2,3,8,3010,0,2006,0,98029,47.5539,-121.996,2140,3840,2015,1,7,January,Wednesday,18,0,0
10340,3259400030,2014-11-25,370000.0,2,1.0,1270,1399,3.0,0,0,3,7,1270,0,2000,0,98136,47.5552,-122.381,1140,1442,2014,11,25,November,Tuesday,24,0,0
10352,820000012,2014-08-27,401000.0,3,3.25,1770,1977,3.0,0,0,3,8,1770,0,2001,0,98125,47.7186,-122.314,1860,2210,2014,8,27,August,Wednesday,23,0,0
10360,1180000885,2014-10-30,340500.0,3,2.5,3070,5871,3.0,0,0,4,8,2510,560,1928,0,98178,47.5007,-122.223,2220,4000,2014,10,30,October,Thursday,96,0,1
10392,8129700565,2014-10-08,601450.0,2,3.25,1840,1500,3.0,0,0,3,8,1840,0,2001,0,98103,47.6595,-122.354,1910,2500,2014,10,8,October,Wednesday,23,0,0
10507,9290850060,2014-10-22,910000.0,4,2.5,3170,32430,2.5,0,0,3,10,3170,0,1989,0,98053,47.6903,-122.056,3360,35610,2014,10,22,October,Wednesday,35,0,0
10529,8032700070,2014-11-18,770000.0,3,2.25,1870,1900,3.0,0,0,3,8,1870,0,2008,0,98103,47.6537,-122.34,1690,1694,2014,11,18,November,Tuesday,16,0,0
10610,2767603612,2014-05-12,500000.0,2,2.25,1290,1334,3.0,0,0,3,8,1290,0,2007,0,98107,47.6719,-122.382,1350,1334,2014,5,12,May,Monday,17,0,0
10611,2767603612,2015-01-13,489000.0,2,2.25,1290,1334,3.0,0,0,3,8,1290,0,2007,0,98107,47.6719,-122.382,1350,1334,2015,1,13,January,Tuesday,17,0,0
10781,8617000060,2014-07-08,711600.0,4,3.0,3580,9316,2.5,0,0,3,10,2370,1210,1991,0,98007,47.595,-122.133,2580,9242,2014,7,8,July,Tuesday,33,0,1
10793,1972200696,2014-10-06,521000.0,3,3.25,1460,1254,3.0,0,0,3,8,1460,0,2000,0,98103,47.6535,-122.353,1400,1255,2014,10,6,October,Monday,24,0,0
10801,993002127,2015-02-23,436000.0,3,2.25,1480,1384,3.0,0,0,3,8,1480,0,2008,0,98103,47.691,-122.342,1310,1329,2015,2,23,February,Monday,16,0,0
10827,5469500640,2015-02-24,583500.0,3,2.25,3530,13000,2.5,0,0,4,10,3530,0,1985,0,98042,47.3823,-122.159,2960,13000,2015,2,24,February,Tuesday,39,0,0
10859,3505100126,2014-06-26,1250000.0,3,3.0,3760,8500,2.5,0,3,4,10,3060,700,1910,0,98116,47.5815,-122.398,2610,5500,2014,6,26,June,Thursday,114,0,1
10866,3157600240,2014-09-03,540000.0,3,2.5,2520,5000,3.0,0,0,3,9,2520,0,1990,0,98106,47.5664,-122.359,1130,5000,2014,9,3,September,Wednesday,34,0,0
10968,6821102317,2014-12-09,535000.0,3,2.5,1850,1499,2.5,0,0,3,9,1790,60,2005,0,98199,47.6475,-122.396,1770,1539,2014,12,9,December,Tuesday,19,0,1
11007,6382500079,2014-07-09,599950.0,3,3.25,1830,1804,3.0,0,0,3,8,1830,0,2014,0,98117,47.6945,-122.377,1830,1804,2014,7,9,July,Wednesday,10,0,0
11025,2625059301,2015-03-24,760000.0,4,3.25,2590,3889,3.0,0,0,3,9,2590,0,2013,0,98007,47.6259,-122.142,2590,4062,2015,3,24,March,Tuesday,11,0,0
11121,6021503655,2014-07-16,375000.0,3,2.5,1330,816,3.0,0,0,3,8,1330,0,2004,0,98117,47.6836,-122.387,1330,1113,2014,7,16,July,Wednesday,20,0,0
11128,476000324,2014-10-16,460000.0,3,3.25,1370,1194,3.0,0,0,3,8,1370,0,2005,0,98107,47.6704,-122.391,1320,1217,2014,10,16,October,Thursday,19,0,0
11182,3047700045,2014-07-17,525000.0,3,2.25,2110,2850,3.0,0,0,3,8,2110,0,2001,0,98103,47.6915,-122.339,1340,5001,2014,7,17,July,Thursday,23,0,0
11207,191100672,2014-05-27,1381000.0,4,3.75,3160,9525,2.5,0,0,3,10,3160,0,1997,0,98040,47.5623,-122.221,2400,9525,2014,5,27,May,Tuesday,27,0,0
11268,328000160,2014-12-11,1400000.0,5,3.75,3700,7920,3.0,0,4,3,9,2900,800,1983,0,98115,47.6865,-122.266,2860,6360,2014,12,11,December,Thursday,41,0,1
11305,486000597,2014-08-11,1047500.0,3,2.25,2930,7005,3.0,0,2,3,9,2670,260,1999,0,98117,47.6763,-122.404,2450,6460,2014,8,11,August,Monday,25,0,1
11332,3879901290,2015-04-01,874000.0,3,2.5,1350,941,3.0,0,0,3,9,1350,0,2007,0,98119,47.6265,-122.364,1640,1369,2015,4,1,April,Wednesday,17,0,0
11408,9274200318,2015-04-10,568000.0,3,2.5,1740,1308,3.0,0,0,3,8,1740,0,2008,0,98116,47.5892,-122.387,1740,1280,2015,4,10,April,Friday,16,0,0
11475,1972202505,2014-07-29,543000.0,3,2.5,1540,1256,3.0,0,0,3,8,1540,0,2004,0,98103,47.6498,-122.346,1500,1350,2014,7,29,July,Tuesday,20,0,0
11495,9528104286,2015-01-13,455000.0,2,1.5,1020,1146,3.0,0,0,3,7,1020,0,2001,0,98115,47.6774,-122.325,1138,1156,2015,1,13,January,Tuesday,23,0,0
11501,1453600681,2015-02-23,328500.0,3,2.25,1390,1407,3.0,0,0,3,7,1390,0,2004,0,98125,47.7227,-122.296,1390,1628,2015,2,23,February,Monday,20,0,0
11514,1377800135,2015-04-02,676000.0,3,2.0,1730,6784,2.5,0,0,4,7,1730,0,1942,0,98199,47.6462,-122.403,1210,6784,2015,4,2,April,Thursday,82,0,0
11540,2771600550,2014-11-12,950000.0,4,3.5,4030,4200,3.0,0,0,3,9,4030,0,1992,0,98199,47.6416,-122.386,2130,5000,2014,11,12,November,Wednesday,32,0,0
11574,1336800240,2014-05-08,1750000.0,6,3.0,3510,5760,2.5,0,0,4,10,3510,0,1906,0,98112,47.6263,-122.312,3450,5760,2014,5,8,May,Thursday,118,0,0
11594,3180100023,2015-01-30,544000.0,3,2.5,1760,1755,3.5,0,0,3,8,1760,0,1998,0,98105,47.6688,-122.279,1700,1721,2015,1,30,January,Friday,26,0,0
11630,2771602420,2014-06-17,472000.0,3,2.5,1180,1262,3.0,0,0,3,8,1180,0,2010,0,98119,47.6381,-122.375,1180,2632,2014,6,17,June,Tuesday,14,0,0
11643,476000338,2015-02-25,491000.0,3,2.0,1250,1306,3.0,0,0,3,7,1250,0,2000,0,98107,47.6705,-122.39,1320,1306,2015,2,25,February,Wednesday,24,0,0
11691,2426039247,2015-03-25,299950.0,2,1.5,1390,1756,3.0,0,0,3,7,1390,0,2005,0,98133,47.7274,-122.357,1340,1756,2015,3,25,March,Wednesday,19,0,0
11732,9528104109,2014-10-27,530000.0,3,2.5,1365,1090,3.0,0,0,3,7,1315,50,2003,0,98115,47.6776,-122.324,1360,1124,2014,10,27,October,Monday,21,0,1
11804,4442800162,2015-04-14,527700.0,2,2.25,1330,806,3.0,0,0,3,8,1330,0,2009,0,98117,47.6904,-122.395,1320,1389,2015,4,14,April,Tuesday,15,0,0
11874,3931900510,2014-08-29,1400000.0,4,2.5,4070,7800,3.0,0,0,4,8,3390,680,2002,0,98115,47.6838,-122.327,2020,6760,2014,8,29,August,Friday,22,0,1
11924,9831200520,2014-10-06,1443920.0,4,3.0,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000,2014,10,6,October,Monday,119,0,1
12009,9526600260,2014-07-29,750000.0,4,2.5,3080,4553,2.5,0,0,3,8,3080,0,2008,0,98052,47.7066,-122.112,2750,4929,2014,7,29,July,Tuesday,16,0,0
12033,4232400400,2014-09-29,1260000.0,4,2.0,2970,5400,2.5,0,0,4,9,2970,0,1900,0,98112,47.6235,-122.309,2500,5040,2014,9,29,September,Monday,124,0,0
12204,1193000390,2014-06-20,1300000.0,5,4.0,3366,7800,2.5,0,2,3,8,2966,400,1937,0,98199,47.6466,-122.391,2340,6000,2014,6,20,June,Friday,87,0,1
12225,1251200045,2014-06-20,1462500.0,5,3.25,3840,4800,3.0,0,3,3,10,2750,1090,2008,0,98144,47.5929,-122.29,2060,4800,2014,6,20,June,Friday,16,0,1
12268,6749700117,2015-04-23,350000.0,3,2.25,1190,1022,3.0,0,0,3,8,1190,0,1998,0,98103,47.6972,-122.349,1210,1171,2015,4,23,April,Thursday,26,0,0
12408,2291400341,2015-02-03,311600.0,3,2.25,1358,1196,3.0,0,0,3,7,1358,0,2007,0,98133,47.7052,-122.346,1358,1196,2015,2,3,February,Tuesday,17,0,0
12442,2291400342,2014-10-22,280000.0,3,2.25,1358,1141,3.0,0,0,3,7,1358,0,2007,0,98133,47.7052,-122.346,1358,1196,2014,10,22,October,Wednesday,17,0,0
12456,993001342,2014-08-08,397500.0,3,2.25,1430,1383,3.0,0,0,3,8,1430,0,2005,0,98103,47.6917,-122.341,1430,1347,2014,8,8,August,Friday,19,0,0
12501,4083801395,2014-07-24,780000.0,3,2.75,1970,2600,2.5,0,0,3,8,1970,0,1924,1994,98103,47.663,-122.335,1680,3120,2014,7,24,July,Thursday,100,1,0
12650,809001520,2014-11-05,1850000.0,4,3.25,3480,6000,3.0,0,0,3,8,3480,0,2014,0,98109,47.6353,-122.353,2200,4080,2014,11,5,November,Wednesday,10,0,0
12786,191100870,2014-08-05,838400.0,4,2.5,2620,9525,2.5,0,0,4,9,2620,0,1974,0,98040,47.5631,-122.219,2580,9525,2014,8,5,August,Tuesday,50,0,0
12841,263000325,2014-06-11,349000.0,3,2.5,1430,1002,3.0,0,0,3,8,1430,0,2002,0,98103,47.698,-122.349,1430,1530,2014,6,11,June,Wednesday,22,0,0
12997,3566800040,2014-06-07,490000.0,3,3.0,1730,2940,3.0,0,0,3,7,1730,0,1985,0,98117,47.6911,-122.392,1690,4410,2014,6,7,June,Saturday,39,0,0
13084,518500210,2014-05-08,868500.0,3,2.5,2920,3942,3.0,0,0,3,10,2920,0,2008,0,98056,47.531,-122.204,2920,3942,2014,5,8,May,Thursday,16,0,0
13113,7137300040,2015-05-04,619000.0,5,3.5,2950,2932,3.0,0,0,3,8,2950,0,2004,0,98144,47.5923,-122.298,1580,2047,2015,5,4,May,Monday,20,0,0
13121,4442800166,2015-04-07,510000.0,3,3.0,1320,1012,3.0,0,0,3,8,1320,0,2009,0,98117,47.6904,-122.395,1320,1536,2015,4,7,April,Tuesday,15,0,0
13127,6873000150,2014-12-08,465000.0,2,2.25,1390,1222,3.0,0,0,3,7,1340,50,2009,0,98052,47.6754,-122.121,1480,1369,2014,12,8,December,Monday,15,0,1
13206,2026049183,2015-04-02,324950.0,2,1.5,1230,1516,3.0,0,0,3,8,1230,0,2000,0,98125,47.7265,-122.314,1352,1411,2015,4,2,April,Thursday,24,0,0
13259,993002247,2014-07-16,430000.0,3,2.25,1550,1469,3.0,0,0,3,8,1550,0,2004,0,98103,47.6911,-122.341,1520,1465,2014,7,16,July,Wednesday,20,0,0
13260,7517500610,2015-03-04,781000.0,3,2.5,1920,1896,3.0,0,3,3,8,1920,0,2000,0,98103,47.6616,-122.356,1670,2994,2015,3,4,March,Wednesday,24,0,0
13286,3013300085,2014-05-15,744000.0,4,3.0,1980,5352,2.5,0,0,3,8,1980,0,1941,2005,98136,47.532,-122.385,1680,5352,2014,5,15,May,Thursday,83,1,0
13288,6145601312,2014-10-29,322000.0,3,3.25,1380,1225,3.0,0,0,3,7,1380,0,2000,0,98133,47.7035,-122.351,1380,1704,2014,10,29,October,Wednesday,24,0,0
13333,2026049124,2014-05-09,325000.0,3,2.25,1352,1694,3.0,0,0,3,8,1352,0,2007,0,98125,47.7265,-122.315,1439,1387,2014,5,9,May,Friday,17,0,0
13348,9285800330,2014-07-02,732000.0,3,3.75,2670,6517,2.5,0,4,4,8,2020,650,1977,0,98126,47.5702,-122.38,2010,6073,2014,7,2,July,Wednesday,47,0,1
13368,9828702266,2014-10-03,520000.0,3,2.5,1480,1165,3.0,0,0,3,8,1480,0,2006,0,98144,47.6199,-122.3,1480,1231,2014,10,3,October,Friday,18,0,0
13373,476000333,2014-08-27,418000.0,3,2.0,1250,1306,3.0,0,0,3,7,1250,0,2001,0,98107,47.6705,-122.39,1320,1250,2014,8,27,August,Wednesday,23,0,0
13425,809002295,2014-10-29,1169000.0,5,2.5,2810,6000,2.5,0,0,3,9,2810,0,1907,0,98109,47.6367,-122.35,2240,4800,2014,10,29,October,Wednesday,117,0,0
13436,2767603615,2014-09-03,481000.0,2,2.25,1290,1137,3.0,0,0,3,8,1290,0,2007,0,98107,47.6718,-122.382,1290,1332,2014,9,3,September,Wednesday,17,0,0
13450,1453602283,2015-05-07,342000.0,2,2.0,1320,1462,3.0,0,0,3,7,1320,0,1997,0,98125,47.7223,-122.29,1430,1650,2015,5,7,May,Thursday,27,0,0
13758,3220200040,2014-06-16,1712500.0,3,3.25,2940,5432,3.0,0,3,4,10,2440,500,1978,0,98109,47.6299,-122.354,4400,5500,2014,6,16,June,Monday,46,0,1
13786,9523100458,2014-06-17,549000.0,2,2.5,1380,953,3.0,0,0,3,9,1380,0,2006,0,98103,47.6654,-122.355,1430,3400,2014,6,17,June,Tuesday,18,0,0
13871,2770600841,2014-06-04,640000.0,3,2.5,1690,1553,2.5,0,0,3,8,1690,0,2007,0,98199,47.6443,-122.385,1910,1553,2014,6,4,June,Wednesday,17,0,0
13893,9525100040,2015-04-07,705000.0,4,3.25,2740,5339,2.5,0,0,3,9,2740,0,2004,0,98103,47.6706,-122.356,1770,4820,2015,4,7,April,Tuesday,20,0,0
13917,9578080040,2014-08-12,589000.0,3,3.0,1720,954,3.0,0,0,3,8,1460,260,2006,0,98119,47.648,-122.358,1720,1294,2014,8,12,August,Tuesday,18,0,1
